VitalVolts,"1.4B people across the world don’t have access to electricity. Now, with VitalVolts, they will. VitalVolts – we emPOWER global development"
Voice assistant,"We design a series of personalized voice services, including voice control and voice pet, giving users great convenience and entertainment."
Voodles,"Voodles is reinventing the way kids eat veggies! Our vegetable-based pasta comes in three flavors: cauliflower & corn, beet & carrot, and broccoli & pea."
votetrends,"votetrends is an online polling platform that captures shifts in public opinion by tracking how votes change over time. We firmly believe that to accurately determine public sentiment, ..."
Vound,Forbes 30 Under 30 Startup building hearing-aid tech converts surrounding sounds into visual forms enabling deaf to communicate by visualizing sounds
Voxel8,Voxel 8 is using proprietary functional inks and 3-D printing technology to lower manufacturing costs and increase the functionality of hearing aids for the aging.
vr^2,vr^2 visually organizes the world’s information
VRsatility,VRsatility provides teachers with an immersive virtual space to practice their interpersonal and pedagogical skills prior to initial engagement.
Vueltap,"Vueltap is a convenient, affordable and reliable same day on demand intra-city courier and messenger service for Latin American cosmopolitan cities."
Wala Digital Health,"Wala, is a digital blood service modernizing the process of going from volunteer donors to those needing transfusions."
Wallobee,Wallobee helps malls create proximity marketing tools and generate shopper data analytics to drive foot traffic and sales.
Wardrobe a Week,Wardrobe A Week is your infinite closet. Receive weekly packages containing your favorite items of clothing for only $30 a month!
Waste to Fertilizer for Developing Economies,quickly and cheaply create liquid fertilizer from food and other organic waste
WAVE,WAVE Hospitality Academy aims to transform the lives of unemployed and underemployed West African youth by giving them industry-relevant skills and access to employment opportunities in ...
Waveback,An app that allows users to meet new people and try new things by creating and viewing activity-related posts
WAYA,Our mission is to show Colombia’s beautiful art to the world and to help preserve the Wayúu culture by empowering strong independent artisan women
Waypoint Labs,"Waypoint is revolutionizing the way the workforce of the future will capture, distribute and consume knowledge through augmented reality."
wayscript,"Wayscript is a visual, powerful, and intuitive programming platform for businesses to build software automations without coding."
WearHouse,"WearHouse is a service that replaces your high quality, barely worn clothes that take up too much closet space with other high quality designer clothes that better fit your body and ..."
WebHub,"WebHub is a cloud app where anyone can create, share and connect around Internet maps on topics they love, just as geographic maps unlock the power of the real world."
Welcome.home,welcome . HOME addresses America’s crisis of spiralling housing costs by providing design solutions to create micro-unit apartments within existing homes and by pioneering a ...
WeSeq,"We develop methods to reduce the cost of sequencing, including your entire genome for under $100."
WeSpot,An app to find the places popular among People of Color and the LGBT community
